target_id	length	eff_length	est_counts	tpm
U00096.3|b0087|AAC73198.1|CDS|mraY	1083	904	12	0.539346
U00096.3|b0088|AAC73199.1|CDS|murD	1317	1138	20	0.714072
U00096.3|b0089|AAC73200.1|CDS|ftsW	1245	1066	31	1.18157
U00096.3|b0090|AAC73201.1|CDS|murG	1068	889	24	1.09689
U00096.3|b0091|AAC73202.1|CDS|murC	1476	1297	37	1.15909
U00096.3|b0092|AAC73203.1|CDS|ddlB	921	742	80	4.38067
U00096.3|b0093|AAC73204.1|CDS|ftsQ	831	652	50	3.11585
U00096.3|b0094|AAC73205.1|CDS|ftsA	1263	1084	84	3.14851
U00096.3|b0095|AAC73206.1|CDS|ftsZ	1152	973	93	3.88351
U00096.3|b0096|AAC73207.1|CDS|lpxC	918	739	264	14.5149
U00096.3|b0097|AAC73208.2|CDS|secM	513	334	22	2.67628
U00096.3|b0098|AAC73209.1|CDS|secA	2706	2527	98	1.57571
U00096.3|b0099|AAC73210.1|CDS|mutT	390	211	1	0.192563
U00096.3|b0101|AAC73212.1|CDS|yacG	198	25.324	5	8.02218
U00096.3|b0102|AAC73213.1|CDS|zapD	744	565	11	0.791041
U00096.3|b0103|AAC73214.1|CDS|coaE	621	442	17	1.56272
U00096.3|b0104|AAC73215.1|CDS|guaC	1044	865	76	3.56987
U00096.3|b0106|AAC73217.1|CDS|hofC	1203	1024	14	0.555498
U00096.3|b0107|AAC73218.1|CDS|hofB	1386	1207	13	0.437613
U00096.3|b0108|AAC73219.1|CDS|ppdD	441	262	1	0.155079
U00096.3|b0109|AAC73220.1|CDS|nadC	894	715	7	0.397783
U00096.3|b0110|AAC73221.1|CDS|ampD	552	373	3	0.326789
U00096.3|b0111|AAC73222.1|CDS|ampE	855	676	19	1.14199
U00096.3|b0112|AAC73223.1|CDS|aroP	1374	1195	64	2.17604
U00096.3|b0113|AAC73224.1|CDS|pdhR	765	586	88	6.10154
U00096.3|b0114|AAC73225.1|CDS|aceE	2664	2485	6368	104.119
U00096.3|b0115|AAC73226.1|CDS|aceF	1893	1714	4954	117.436
U00096.3|b0116|AAC73227.1|CDS|lpd	1425	1246	3011	98.1855
U00096.3|b0117|AAC73228.1|CDS|yacH	1854	1675	14	0.3396
U00096.3|b0118|AAC73229.1|CDS|acnB	2598	2419	461	7.74318
U00096.3|b0119|AAC73230.2|CDS|yacL	363	184	18	3.97474
U00096.3|b0120|AAC73231.1|CDS|speD	795	616	289	19.0621
U00096.3|b0121|AAC73232.1|CDS|speE	867	688	296	17.4807
U00096.3|b0122|AAC73233.2|CDS|yacC	348	169	7	1.68293
U00096.3|b0123|AAC73234.1|CDS|cueO	1551	1372	12	0.355371
U00096.3|b0124|AAC73235.1|CDS|gcd	2391	2212	113	2.07562
U00096.3|b0125|AAC73236.2|CDS|hpt	537	358	47	5.3342
U00096.3|b0126|AAC73237.1|CDS|can	663	484	70	5.87634
U00096.3|b0127|AAC73238.1|CDS|yadG	927	748	26	1.4123
U00096.3|b0128|AAC73239.1|CDS|yadH	771	592	12	0.823596
U00096.3|b0129|AAC73240.1|CDS|yadI	441	262	2	0.310158
U00096.3|b0130|AAC73241.1|CDS|yadE	1230	1051	20	0.773182
U00096.3|b0131|AAC73242.1|CDS|panD	381	202	12	2.41371
U00096.3|b0132|AAC73243.1|CDS|yadD	903	724	11	0.617318
U00096.3|b0133|AAC73244.1|CDS|panC	852	673	25	1.50931
U00096.3|b0134|AAC73245.1|CDS|panB	795	616	13	0.857467
U00096.3|b0135|AAC73246.1|CDS|yadC	1239	1060	12	0.45997
U00096.3|b0136|AAC73247.1|CDS|yadK	597	418	1	0.0972027
U00096.3|b0137|AAC73248.1|CDS|yadL	606	427	6	0.570924
U00096.3|b0138|AAC73249.2|CDS|yadM	570	391	2	0.20783
U00096.3|b0139|AAC73250.1|CDS|htrE	2598	2419	10	0.167965
U00096.3|b0140|AAC73251.1|CDS|yadV	741	562	2	0.144593
U00096.3|b0141|AAC73252.1|CDS|yadN	585	406	1	0.100076
U00096.3|b0142|AAC73253.1|CDS|folK	480	301	3	0.404957
U00096.3|b0143|AAC73254.2|CDS|pcnB	1398	1219	107	3.56644
U00096.3|b0144|AAC73255.3|CDS|gluQ	927	748	12	0.65183
U00096.3|b0145|AAC73256.1|CDS|dksA	456	277	177	25.9626
U00096.3|b0146|AAC73257.1|CDS|sfsA	705	526	31	2.39459
U00096.3|b0147|AAC73258.2|CDS|ligT	531	352	8	0.923426
U00096.3|b0148|AAC73259.2|CDS|hrpB	2430	2251	51	0.920554
U00096.3|b0149|AAC73260.1|CDS|mrcB	2535	2356	50	0.862282
U00096.3|b0150|AAC73261.1|CDS|fhuA	2244	2065	91	1.79051
U00096.3|b0151|AAC73262.1|CDS|fhuC	798	619	15	0.984589
U00096.3|b0152|AAC73263.1|CDS|fhuD	891	712	6	0.342394
U00096.3|b0153|AAC73264.1|CDS|fhuB	1983	1804	11	0.247748
U00096.3|b0154|AAC73265.1|CDS|hemL	1281	1102	147	5.41989
U00096.3|b0155|AAC73266.1|CDS|clcA	1422	1243	19	0.621065
U00096.3|b0156|AAC73267.1|CDS|erpA	345	166	40	9.79054
U00096.3|b0157|AAC73268.1|CDS|yadS	624	445	24	2.19132
U00096.3|b0158|AAC73269.1|CDS|btuF	801	622	9	0.587904
U00096.3|b0159|AAC73270.1|CDS|mtn	699	520	87	6.79783
U00096.3|b0160|AAC73271.1|CDS|dgt	1518	1339	12	0.364129
U00096.3|b0161|AAC73272.1|CDS|degP	1425	1246	89	2.90219
U00096.3|b0162|AAC73273.2|CDS|cdaR	1158	979	8	0.332018
U00096.3|b0163|AAC73274.1|CDS|yaeH	387	208	3	0.58602
U00096.3|b0164|AAC73275.2|CDS|yaeI	813	634	2	0.128173
U00096.3|b0166|AAC73277.1|CDS|dapD	825	646	87	5.47194
U00096.3|b0167|AAC73278.1|CDS|glnD	2673	2494	27	0.439868
U00096.3|b0168|AAC73279.1|CDS|map	795	616	74	4.88096
U00096.3|b0169|AAC73280.1|CDS|rpsB	726	547	5605	416.335
U00096.3|b0170|AAC73281.1|CDS|tsf	852	673	1436	86.695
U00096.3|b0171|AAC73282.1|CDS|pyrH	726	547	226	16.7871
U00096.3|b0172|AAC73283.1|CDS|frr	558	379	334	35.8065
U00096.3|b0173|AAC73284.1|CDS|dxr	1197	1018	38	1.51667
U00096.3|b0174|AAC73285.1|CDS|ispU	762	583	97	6.76017
U00096.3|b0175|AAC73286.2|CDS|cdsA	858	679	60	3.59034
U00096.3|b0176|AAC73287.1|CDS|rseP	1353	1174	135	4.67219
U00096.3|b0177|AAC73288.1|CDS|bamA	2433	2254	284	5.1194
U00096.3|b0178|AAC73289.1|CDS|skp	486	307	133	17.6022
U00096.3|b0179|AAC73290.1|CDS|lpxD	1026	847	337	16.1659
U00096.3|b0180|AAC73291.1|CDS|fabZ	456	277	108	15.8416
U00096.3|b0181|AAC73292.1|CDS|lpxA	789	610	128	8.52579
U00096.3|b0182|AAC73293.1|CDS|lpxB	1149	970	34	1.42417
U00096.3|b0183|AAC73294.1|CDS|rnhB	597	418	17	1.65245
U00096.3|b0184|AAC73295.1|CDS|dnaE	3483	3304	148	1.82002
U00096.3|b0185|AAC73296.1|CDS|accA	960	781	71	3.6937
U00096.3|b0186|AAC73297.1|CDS|ldcC	2142	1963	19	0.393267
U00096.3|b0187|AAC73298.2|CDS|yaeR	390	211	3	0.577688
U00096.3|b0188|AAC73299.1|CDS|tilS	1299	1120	24	0.870658
U00096.3|b0189|AAC73300.2|CDS|rof	255	76.0064	2	1.06914
U00096.3|b4406|AAT48124.1|CDS|yaeP	201	27.2129	7	10.4515
U00096.3|b0190|AAC73301.1|CDS|yaeQ	546	367	12	1.32853
U00096.3|b0191|AAC73302.1|CDS|arfB	423	244	9	1.49867
U00096.3|b0192|AAC73303.1|CDS|nlpE	711	532	12	0.916483
U00096.3|b0193|AAC73304.2|CDS|yaeF	825	646	9	0.566063
U00096.3|b0194|AAC73305.1|CDS|proS	1719	1540	238	6.27929
U00096.3|b0195|AAC73306.1|CDS|tsaA	708	529	10	0.768067
U00096.3|b0196|AAC73307.1|CDS|rcsF	405	226	8	1.43826
U00096.3|b0197|AAC73308.1|CDS|metQ	816	637	32	2.0411
U00096.3|b0198|AAC73309.1|CDS|metI	654	475	10	0.855384
U00096.3|b0199|AAC73310.1|CDS|metN	1032	853	35	1.66715
U00096.3|b0200|AAC73311.1|CDS|gmhB	576	397	11	1.12579
U00096.3|b0201|NA|rRNA|rrsH	1542	1363	2.13619e+06	63679.4
U00096.3|b0202|NA|tRNA|ileV	77	4.17138	0	0
U00096.3|b0203|NA|tRNA|alaV	76	4.14046	0	0
U00096.3|b0204|NA|rRNA|rrlH	2904	2725	3.08111e+06	45940.4
U00096.3|b0205|NA|rRNA|rrfH	120	6.21	0	0
U00096.3|b0206|NA|tRNA|aspU	77	4.17138	0	0
U00096.3|b0207|AAC73312.1|CDS|dkgB	804	625	16	1.04015
U00096.3|b0208|AAC73313.1|CDS|yafC	915	736	10	0.552048
U00096.3|b0209|AAC73314.1|CDS|yafD	801	622	12	0.783873
U00096.3|b0210|AAC73315.1|CDS|yafE	624	445	7	0.639135
U00096.3|b0211|AAC73316.1|CDS|mltD	1359	1180	192	6.6111
U00096.3|b0212|AAC73317.1|CDS|gloB	756	577	11	0.774589
U00096.3|b0213|AAC73318.2|CDS|yafS	723	544	8	0.597511
U00096.3|b0214|AAC73319.1|CDS|rnhA	468	289	7	0.984135
U00096.3|b0215|AAC73320.1|CDS|dnaQ	732	553	21	1.54294
U00096.3|b0216|NA|tRNA|aspV	77	4.17138	0	0
U00096.3|b0217|AAC73321.1|CDS|yafT	786	607	6	0.401622
U00096.3|b4586|ABP93434.1|CDS|ykfM	480	301	4	0.539943
U00096.3|b0218|NA|CDS|yafU	357	178	1	0.228262
U00096.3|b4503|NA|CDS|yafF	273	94.0001	4	1.72896
U00096.3|b0219|AAC73323.1|CDS|yafV	771	592	5	0.343165
U00096.3|b0220|AAC73324.1|CDS|ivy	474	295	26	3.58101
U00096.3|b0221|AAC73325.2|CDS|fadE	2445	2266	12	0.215167
U00096.3|b0222|AAC73326.1|CDS|gmhA	579	400	26	2.641
U00096.3|b0223|AAC73327.1|CDS|yafJ	768	589	10	0.689826
U00096.3|b0224|AAC73328.1|CDS|yafK	741	562	23	1.66282
U00096.3|b0225|AAC73329.1|CDS|yafQ	279	100	3	1.21892
U00096.3|b0226|AAC73330.1|CDS|dinJ	261	82.002	5	2.47742
U00096.3|b0227|AAC73331.1|CDS|yafL	750	571	1	0.0711571
U00096.3|b0228|AAC73332.1|CDS|rayT	498	319	6	0.764214
U00096.3|b0229|NA|CDS|lfhA	1713	1534	5	0.132434
U00096.3|b0230|NA|CDS|lafU	756	577	2	0.140834
U00096.3|b0231|AAC73335.1|CDS|dinB	1056	877	18	0.833926
U00096.3|b0232|AAC73336.1|CDS|yafN	294	115	3	1.05993
U00096.3|b0233|AAC73337.1|CDS|yafO	399	220	3	0.554055
U00096.3|b0234|AAC73338.1|CDS|yafP	453	274	2	0.296575
U00096.3|b0235|NA|CDS|ykfJ	207	31.3862	0	0
U00096.3|b0236|NA|CDS|prfH	501	322	3	0.378547
U00096.3|b0237|AAC73341.1|CDS|pepD	1458	1279	138	4.38392
U00096.3|b0238|AAC73342.1|CDS|gpt	459	280	22	3.19241
U00096.3|b0239|AAC73343.1|CDS|frsA	1245	1066	21	0.800418
U00096.3|b0240|NA|CDS|crl	1178	999	65.3359	2.6573
U00096.3|b0241|AAC73345.1|CDS|phoE	1056	877	6	0.277975
U00096.3|b0242|AAC73346.1|CDS|proB	1104	925	31	1.36168
U00096.3|b0243|AAC73347.1|CDS|proA	1254	1075	31	1.17168
U00096.3|b0244|NA|tRNA|thrW	76	4.14046	0	0
U00096.3|b4626|NA|CDS|ykfN	63	3.78007	0	0
U00096.3|b0245|AAC73348.1|CDS|ykfI	342	163	15	3.73902
U00096.3|b0246|AAC73349.1|CDS|yafW	318	139	5	1.46154
U00096.3|b4504|ABD18634.1|CDS|ykfH	222	43.8484	0	0
U00096.3|b0247|AAC73350.1|CDS|ykfG	477	298	14	1.90883
U00096.3|b0248|AAC73351.1|CDS|yafX	459	280	17	2.46687
U00096.3|b0249|AAC73352.1|CDS|ykfF	240	61.0822	3	1.99554
U00096.3|b0250|AAC73353.1|CDS|ykfB	468	289	14	1.96827
U00096.3|b0251|AAC73354.2|CDS|yafY	444	265	2	0.306647
U00096.3|b4627|NA|CDS|ykfL	222	43.8484	2	1.85324
U00096.3|b4628|NA|CDS|ykfK	192	21.9418	0.956209	1.77066
U00096.3|b0252|AAC73355.2|CDS|yafZ	822	643	10	0.631893
U00096.3|b0253|AAC73356.2|CDS|ykfA	864	685	7	0.415204
U00096.3|b0254|AAC73357.1|CDS|perR	894	715	14	0.795567
U00096.3|b4587|NA|CDS|insN	1912	1733	26.2453	0.615329
U00096.3|b0256|AAC73359.1|CDS|insI1	1152	973	0	0
U00096.3|b0258|NA|CDS|ykfC	1108	929	6	0.262416
U00096.3|b0259|AAC73362.1|CDS|insH1	1017	838	11.4998	0.557574
U00096.3|b0260|AAC73363.2|CDS|mmuP	1404	1225	8	0.265344
U00096.3|b0261|AAC73364.1|CDS|mmuM	933	754	7	0.377208
U00096.3|b0262|AAC73365.2|CDS|afuC	1047	868	6	0.280858
U00096.3|b0263|NA|CDS|afuB	348	169	0	0
U00096.3|b0264|AAC73367.1|CDS|insB1	504	325	12.9347	1.61707
U00096.3|b0265|AAC73368.1|CDS|insA	276	97.0001	3.03327	1.27055
U00096.3|b4708|NA|CDS|insI1	174	14.6185	0	0
U00096.3|b4505|NA|CDS|insX	249	70.019	4	2.32112
U00096.3|b0266|NA|CDS|yagB	309	130	3	0.937632
U00096.3|b0267|AAC73370.1|CDS|yagA	1155	976	5	0.208149
U00096.3|b0268|AAC73371.2|CDS|yagE	909	730	3	0.166976
U00096.3|b0269|AAC73372.1|CDS|yagF	1968	1789	9	0.204403
U00096.3|b0270|AAC73373.1|CDS|yagG	1383	1204	3	0.101239
U00096.3|b0271|AAC73374.1|CDS|yagH	1611	1432	8	0.226987
U00096.3|b0272|AAC73375.1|CDS|yagI	759	580	18	1.26095
U00096.3|b0273|AAC73376.1|CDS|argF	1005	826	6	0.295138
U00096.3|b4688|NA|CDS|ykgS	205	29.9375	0	0
U00096.3|b0274|AAC73377.1|CDS|insB1	504	325	12.9347	1.61707
U00096.3|b0275|AAC73378.1|CDS|insA	276	97.0001	3.03327	1.27055
U00096.3|b0276|NA|CDS|yagJ	828	649	9	0.563446
U00096.3|b0277|AAC73380.1|CDS|yagK	627	448	13	1.17902
U00096.3|b0278|AAC73381.1|CDS|yagL	699	520	8	0.625088
U00096.3|b0279|AAC73382.1|CDS|yagM	855	676	2	0.120209
U00096.3|b0280|AAC73383.1|CDS|yagN	441	262	9	1.39571
U00096.3|b0281|AAC73384.1|CDS|intF	1401	1222	41	1.36322
U00096.3|b4629|NA|tRNA|ptwF	49	3.46281	0	0
U00096.3|b4694|NA|CDS|yagP	339	160	4	1.01577
U00096.3|b4695|NA|CDS|ykgT	78	4.20281	0	0
U00096.3|b0283|AAC73386.1|CDS|paoD	957	778	13	0.67892
U00096.3|b0284|AAC73387.1|CDS|paoC	2199	2020	10	0.201142
U00096.3|b0285|AAC73388.1|CDS|paoB	957	778	1	0.0522246
U00096.3|b0286|AAC73389.1|CDS|paoA	690	511	2	0.159024
U00096.3|b0287|AAC73390.1|CDS|yagU	615	436	16	1.49104
U00096.3|b0288|AAC73391.1|CDS|ykgJ	330	151	2	0.538155
U00096.3|b0289|AAC73392.2|CDS|ecpE	711	532	5	0.381868
U00096.3|b0290|AAC73393.1|CDS|ecpD	1644	1465	3	0.0832028
U00096.3|b0291|AAC73394.1|CDS|ecpC	2526	2347	10	0.173118
U00096.3|b0292|AAC73395.1|CDS|ecpB	669	490	4	0.331679
U00096.3|b0293|AAC73396.1|CDS|ecpA	588	409	4	0.397367
U00096.3|b0294|AAC73397.1|CDS|ecpR	591	412	2	0.197237
U00096.3|b0295|AAC73398.1|CDS|ykgL	228	49.4247	0	0
U00096.3|b4506|ABD18636.1|CDS|ykgO	141	8.14747	0	0
U00096.3|b0296|AAC73399.1|CDS|ykgM	264	85.0011	1	0.478003
U00096.3|b4671|ACO59990.1|CDS|ykgR	102	5.14791	0	0
