strain,time,protein_desc,area_mean,area_sd,peps_per_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,1min,YP_003043238.1,14061548.28515625,3882840.174241924,2.0,ecoli,290472027144.2769,290472027144.2769,4.8409302690520025e-5,3.0
11-42,1min,YP_003043243.1,1664873070.28125,136701651.7586543,3.0,ecoli,290472027144.2769,290472027144.2769,0.005731612391902751,3.0
11-42,1min,YP_003043244.1,82771783.966796875,19751733.87165915,2.0,ecoli,290472027144.2769,290472027144.2769,2.849561273784353e-4,3.0
11-42,1min,YP_003043257.1,1980308853.8802083,2128161465.841148,3.0,ecoli,290472027144.2769,290472027144.2769,0.0068175544246007296,3.0
11-42,1min,YP_003043259.1,11160635.736979166,4309944.800601136,3.0,ecoli,290472027144.2769,290472027144.2769,3.8422411433909605e-5,3.0
11-42,1min,YP_003043260.1,165138061.84375,28387142.238937188,2.0,ecoli,290472027144.2769,290472027144.2769,5.685162301763613e-4,3.0
11-42,1min,YP_003043262.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043263.1,39435976.75,9210929.75158519,2.0,ecoli,290472027144.2769,290472027144.2769,1.3576514453976054e-4,3.0
11-42,1min,YP_003043264.1,24034624.421875,1061244.573437385,1.0,ecoli,290472027144.2769,290472027144.2769,8.274333559126865e-5,3.0
11-42,1min,YP_003043265.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043266.1,11328245.1640625,5898211.709418811,3.0,ecoli,290472027144.2769,290472027144.2769,3.8999435764724364e-5,3.0
11-42,1min,YP_003043267.1,11767989.0625,2046578.3612930956,1.0,ecoli,290472027144.2769,290472027144.2769,4.051332990028283e-5,3.0
11-42,1min,YP_003043271.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043276.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043280.1,36366539.234375,27422442.365192667,1.0,ecoli,290472027144.2769,290472027144.2769,1.2519807704688827e-4,3.0
11-42,1min,YP_003043281.1,28205296.0,3082788.548346439,1.0,ecoli,290472027144.2769,290472027144.2769,9.710159108019886e-5,3.0
11-42,1min,YP_003043282.1,7662832.29296875,767304.7536339652,1.0,ecoli,290472027144.2769,290472027144.2769,2.63806204277379e-5,3.0
11-42,1min,YP_003043284.1,47588444.829427086,42374914.844014324,3.0,ecoli,290472027144.2769,290472027144.2769,1.6383142052363615e-4,3.0
11-42,1min,YP_003043285.1,13905672.8125,740062.906937309,1.0,ecoli,290472027144.2769,290472027144.2769,4.787267451950917e-5,3.0
11-42,1min,YP_003043286.1,132250430.84960938,29326590.30624442,2.0,ecoli,290472027144.2769,290472027144.2769,4.552948941411175e-4,3.0
11-42,1min,YP_003043287.1,76372172.93229167,21225829.407238565,3.0,ecoli,290472027144.2769,290472027144.2769,2.629243637782641e-4,3.0
11-42,1min,YP_003043288.1,1555630.3125,2199993.485976196,1.0,ecoli,290472027144.2769,290472027144.2769,5.3555253763809805e-6,3.0
11-42,1min,YP_003043289.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043290.1,189899392.109375,22251113.279872585,2.0,ecoli,290472027144.2769,290472027144.2769,6.537613758417169e-4,3.0
11-42,1min,YP_003043292.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043299.1,11830331.0234375,4563996.637850968,2.0,ecoli,290472027144.2769,290472027144.2769,4.072795284194921e-5,3.0
11-42,1min,YP_003043303.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043309.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043310.1,7626763.3046875,1825423.6116528541,2.0,ecoli,290472027144.2769,290472027144.2769,2.625644672111336e-5,3.0
11-42,1min,YP_003043312.1,24011927.161458332,5813654.917610227,3.0,ecoli,290472027144.2769,290472027144.2769,8.266519636168495e-5,3.0
11-42,1min,YP_003043313.1,9674244.734375,967527.9994161307,1.0,ecoli,290472027144.2769,290472027144.2769,3.330525431135515e-5,3.0
11-42,1min,YP_003043314.1,46562480.78125,47935600.97911569,3.0,ecoli,290472027144.2769,290472027144.2769,1.6029936252044848e-4,3.0
11-42,1min,YP_003043315.1,42395001.309895836,16324585.51667236,3.0,ecoli,290472027144.2769,290472027144.2769,1.459520964090574e-4,3.0
11-42,1min,YP_003043316.1,20248295.7578125,12373382.653042734,2.0,ecoli,290472027144.2769,290472027144.2769,6.970824680393478e-5,3.0
11-42,1min,YP_003043318.1,23912334.670898438,4440031.600977943,2.0,ecoli,290472027144.2769,290472027144.2769,8.232233205375479e-5,3.0
11-42,1min,YP_003043320.1,14358611.1015625,5002292.783138131,1.0,ecoli,290472027144.2769,290472027144.2769,4.9431992618107096e-5,3.0
11-42,1min,YP_003043321.1,36902890.561197914,25428283.57578594,3.0,ecoli,290472027144.2769,290472027144.2769,1.2704455889953327e-4,3.0
11-42,1min,YP_003043322.1,34545910.59375,4001738.108546972,2.0,ecoli,290472027144.2769,290472027144.2769,1.1893024926834387e-4,3.0
11-42,1min,YP_003043323.1,13722765.890625,4280570.800842695,1.0,ecoli,290472027144.2769,290472027144.2769,4.724298592720919e-5,3.0
11-42,1min,YP_003043324.1,52828900.46875,15268441.296901833,2.0,ecoli,290472027144.2769,290472027144.2769,1.8187259196049876e-4,3.0
11-42,1min,YP_003043325.1,193555185.05208334,50889489.27534127,3.0,ecoli,290472027144.2769,290472027144.2769,6.663470729177817e-4,3.0
11-42,1min,YP_003043326.1,3619727.8203125,2823979.2100456664,2.0,ecoli,290472027144.2769,290472027144.2769,1.2461536678416844e-5,3.0
11-42,1min,YP_003043328.1,136637017.60677084,40240728.89693005,3.0,ecoli,290472027144.2769,290472027144.2769,4.7039647483474714e-4,3.0
11-42,1min,YP_003043329.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043330.1,16970300.1875,1532246.21277414,1.0,ecoli,290472027144.2769,290472027144.2769,5.842318227452203e-5,3.0
11-42,1min,YP_003043331.1,31522412.384765625,11673501.496299068,2.0,ecoli,290472027144.2769,290472027144.2769,1.0852133575364385e-4,3.0
11-42,1min,YP_003043333.1,20723593.3046875,9667071.170346193,2.0,ecoli,290472027144.2769,290472027144.2769,7.134454049991578e-5,3.0
11-42,1min,YP_003043337.1,6843366.0,9677981.009482918,1.0,ecoli,290472027144.2769,290472027144.2769,2.3559466525156698e-5,3.0
11-42,1min,YP_003043340.1,13203275.203125,1201648.8007641316,1.0,ecoli,290472027144.2769,290472027144.2769,4.5454549730418476e-5,3.0
11-42,1min,YP_003043341.1,24121399.712890625,5444767.7557218205,2.0,ecoli,290472027144.2769,290472027144.2769,8.304207448144248e-5,3.0
11-42,1min,YP_003043342.1,1959168483.171875,414408810.9434111,3.0,ecoli,290472027144.2769,290472027144.2769,0.006744775056080563,3.0
11-42,1min,YP_003043343.1,1563233560.75,513722805.7196992,2.0,ecoli,290472027144.2769,290472027144.2769,0.005381700868474832,3.0
11-42,1min,YP_003043344.1,1449536067.96875,235762039.84700254,3.0,ecoli,290472027144.2769,290472027144.2769,0.004990277660191934,3.0
11-42,1min,YP_003043346.1,294562719.4453125,25839025.51373242,2.0,ecoli,290472027144.2769,290472027144.2769,0.001014082913047609,3.0
11-42,1min,YP_003043347.1,5660784.51953125,1581694.604302895,1.0,ecoli,290472027144.2769,290472027144.2769,1.9488226027078155e-5,3.0
11-42,1min,YP_003043348.1,48560639.318359375,14745040.034641739,2.0,ecoli,290472027144.2769,290472027144.2769,1.6717836755495702e-4,3.0
11-42,1min,YP_003043349.1,24188567.5,3142311.8249148987,1.0,ecoli,290472027144.2769,290472027144.2769,8.32733111611659e-5,3.0
11-42,1min,YP_003043351.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043352.1,37428419.802083336,9649934.930297038,3.0,ecoli,290472027144.2769,290472027144.2769,1.2885378385675916e-4,3.0
11-42,1min,YP_003043353.1,101896004.30338542,29180766.617308322,3.0,ecoli,290472027144.2769,290472027144.2769,3.507945508734783e-4,3.0
11-42,1min,YP_003043354.1,160847662.96875,7507675.18074397,1.0,ecoli,290472027144.2769,290472027144.2769,5.53745792839657e-4,3.0
11-42,1min,YP_003043355.1,8720463.94140625,5860211.997689942,2.0,ecoli,290472027144.2769,290472027144.2769,3.0021699600956108e-5,3.0
11-42,1min,YP_003043359.1,51851216.34765625,43325037.43016862,2.0,ecoli,290472027144.2769,290472027144.2769,1.78506745924632e-4,3.0
11-42,1min,YP_003043361.1,126086574.3671875,148882644.8691001,2.0,ecoli,290472027144.2769,290472027144.2769,4.3407475620556237e-4,3.0
11-42,1min,YP_003043362.1,93336175.8046875,19474888.700858302,3.0,ecoli,290472027144.2769,290472027144.2769,3.213258664605511e-4,3.0
11-42,1min,YP_003043370.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043371.1,23719392.25,2863799.864216879,2.0,ecoli,290472027144.2769,290472027144.2769,8.165809452701145e-5,3.0
11-42,1min,YP_003043373.1,288131901.9817708,150372027.9596543,3.0,ecoli,290472027144.2769,290472027144.2769,9.919437159388027e-4,3.0
11-42,1min,YP_003043373.1; YP_003045162.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043376.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043377.1,21411056.126302082,4280147.180431504,3.0,ecoli,290472027144.2769,290472027144.2769,7.371124970896854e-5,3.0
11-42,1min,YP_003043378.1,71342047.33333333,12817889.433637267,3.0,ecoli,290472027144.2769,290472027144.2769,2.456072897439376e-4,3.0
11-42,1min,YP_003043379.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043382.1,152612280.1953125,53558350.92335171,2.0,ecoli,290472027144.2769,290472027144.2769,5.253940687359553e-4,3.0
11-42,1min,YP_003043383.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043384.1,73601990.2265625,77349905.73614685,2.0,ecoli,290472027144.2769,290472027144.2769,2.5338753252823385e-4,3.0
11-42,1min,YP_003043385.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043387.1,73381680.52604167,24218414.371397518,3.0,ecoli,290472027144.2769,290472027144.2769,2.5262907842617537e-4,3.0
11-42,1min,YP_003043388.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043389.1,267929450.9375,51476071.7740896,3.0,ecoli,290472027144.2769,290472027144.2769,9.223932974599993e-4,3.0
11-42,1min,YP_003043390.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043391.1,17441717.251953125,12096558.735999588,2.0,ecoli,290472027144.2769,290472027144.2769,6.00461167411823e-5,3.0
11-42,1min,YP_003043392.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043393.1,158314778.5625,41122073.85319208,2.0,ecoli,290472027144.2769,290472027144.2769,5.450259018706312e-4,3.0
11-42,1min,YP_003043394.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043395.1,148900068.546875,89454045.63908558,2.0,ecoli,290472027144.2769,290472027144.2769,5.126141405448195e-4,3.0
11-42,1min,YP_003043396.1,2851624004.7460938,524237248.1549543,3.0,ecoli,290472027144.2769,290472027144.2769,0.0098172069537343,3.0
11-42,1min,YP_003043397.1,2237444660.3164062,1081098812.9864495,2.0,ecoli,290472027144.2769,290472027144.2769,0.007702788741185985,3.0
11-42,1min,YP_003043398.1,117686293.70182292,12362323.715057682,3.0,ecoli,290472027144.2769,290472027144.2769,4.051553426980022e-4,3.0
11-42,1min,YP_003043399.1,556702331.109375,101584339.7431831,3.0,ecoli,290472027144.2769,290472027144.2769,0.001916543691254862,3.0
11-42,1min,YP_003043400.1,8852819.34375,5119666.801175664,2.0,ecoli,290472027144.2769,290472027144.2769,3.0477355877551752e-5,3.0
11-42,1min,YP_003043401.1,26006152.7421875,3894348.182026583,1.0,ecoli,290472027144.2769,290472027144.2769,8.953066151623024e-5,3.0
11-42,1min,YP_003043403.1,12313133.484375,636064.80144382,1.0,ecoli,290472027144.2769,290472027144.2769,4.23900834976412e-5,3.0
11-42,1min,YP_003043404.1,185782856.0546875,44716613.021647036,2.0,ecoli,290472027144.2769,290472027144.2769,6.395894912194402e-4,3.0
11-42,1min,YP_003043405.1,520370922.1484375,317714148.2787244,3.0,ecoli,290472027144.2769,290472027144.2769,0.001791466556227014,3.0
11-42,1min,YP_003043406.1,37827257.7421875,7737355.274166316,1.0,ecoli,290472027144.2769,290472027144.2769,1.3022685218290838e-4,3.0
11-42,1min,YP_003043407.1,184179906.84375,36186575.66448702,2.0,ecoli,290472027144.2769,290472027144.2769,6.34071062382431e-4,3.0
11-42,1min,YP_003043408.1,49289082.932291664,26883613.897149593,3.0,ecoli,290472027144.2769,290472027144.2769,1.6968616020230363e-4,3.0
11-42,1min,YP_003043409.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043410.1,16352155.90625,1715525.4178363946,1.0,ecoli,290472027144.2769,290472027144.2769,5.629511408383539e-5,3.0
11-42,1min,YP_003043411.1,7405066.46484375,1958878.672388993,3.0,ecoli,290472027144.2769,290472027144.2769,2.5493217152940057e-5,3.0
11-42,1min,YP_003043412.1,185273204.17708334,27208529.159501113,3.0,ecoli,290472027144.2769,290472027144.2769,6.378349268208827e-4,3.0
11-42,1min,YP_003043415.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043416.1,18545083.4375,26226708.512653157,1.0,ecoli,290472027144.2769,290472027144.2769,6.384464493818088e-5,3.0
11-42,1min,YP_003043417.1,21594534.7109375,8752206.887718648,2.0,ecoli,290472027144.2769,290472027144.2769,7.434290634881525e-5,3.0
11-42,1min,YP_003043418.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043420.1,11858698.203125,2912950.7139906725,1.0,ecoli,290472027144.2769,290472027144.2769,4.0825611745515196e-5,3.0
11-42,1min,YP_003043422.1,247520371.58333334,37624373.82111171,3.0,ecoli,290472027144.2769,290472027144.2769,8.521315254235839e-4,3.0
11-42,1min,YP_003043424.1,54380043.96875,20559727.160563584,3.0,ecoli,290472027144.2769,290472027144.2769,1.872126707117981e-4,3.0
11-42,1min,YP_003043425.1,67011278.3125,15734559.99811018,2.0,ecoli,290472027144.2769,290472027144.2769,2.306978712246726e-4,3.0
11-42,1min,YP_003043426.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043427.1,27715709.125,8534966.397416133,2.0,ecoli,290472027144.2769,290472027144.2769,9.541610391018361e-5,3.0
11-42,1min,YP_003043428.1,28406266.62109375,12455628.311385177,2.0,ecoli,290472027144.2769,290472027144.2769,9.779346706932441e-5,3.0
11-42,1min,YP_003043444.1,71485554.6796875,23153681.54313633,2.0,ecoli,290472027144.2769,290472027144.2769,2.4610133850920096e-4,3.0
11-42,1min,YP_003043445.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043446.1,184535965.53125,58746566.46072929,3.0,ecoli,290472027144.2769,290472027144.2769,6.352968557608865e-4,3.0
11-42,1min,YP_003043448.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043450.1,5409916.234375,835801.6958673223,1.0,ecoli,290472027144.2769,290472027144.2769,1.862456873235475e-5,3.0
11-42,1min,YP_003043459.1,207384399.86458334,24029402.32961358,3.0,ecoli,290472027144.2769,290472027144.2769,7.139565275990445e-4,3.0
11-42,1min,YP_003043460.1,86170771.57291667,53817906.22815553,3.0,ecoli,290472027144.2769,290472027144.2769,2.9665772783730326e-4,3.0
11-42,1min,YP_003043461.1,3584680.046875,5069503.139058847,1.0,ecoli,290472027144.2769,290472027144.2769,1.2340878679840989e-5,3.0
11-42,1min,YP_003043462.1,12761645.43359375,3297867.457519273,2.0,ecoli,290472027144.2769,290472027144.2769,4.3934163158695704e-5,3.0
11-42,1min,YP_003043465.1; YP_003044151.1; YP_003044558.1,11516852.890625,1632470.047434698,1.0,ecoli,290472027144.2769,290472027144.2769,3.9648750359374886e-5,3.0
11-42,1min,YP_003043466.1,37985481.11413574,11356824.239777131,2.0,ecoli,290472027144.2769,290472027144.2769,1.3077156340176061e-4,3.0
11-42,1min,YP_003043467.1,26757508.20703125,5600007.987631331,2.0,ecoli,290472027144.2769,290472027144.2769,9.211733215791153e-5,3.0
11-42,1min,YP_003043473.1,8911750.5625,487295.47879854974,1.0,ecoli,290472027144.2769,290472027144.2769,3.068023675158762e-5,3.0
11-42,1min,YP_003043475.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043483.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043489.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043495.1,25061078.2421875,11165302.543684276,2.0,ecoli,290472027144.2769,290472027144.2769,8.627707971941721e-5,3.0
11-42,1min,YP_003043498.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043503.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043515.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043518.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043531.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043533.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043535.1,34727974.5625,3419085.1747215507,1.0,ecoli,290472027144.2769,290472027144.2769,1.1955703584927535e-4,3.0
11-42,1min,YP_003043536.1,20920987.0,5859251.54479175,1.0,ecoli,290472027144.2769,290472027144.2769,7.202410230575691e-5,3.0
11-42,1min,YP_003043537.1,46946700.671875,4884112.822507186,1.0,ecoli,290472027144.2769,290472027144.2769,1.6162210569266506e-4,3.0
11-42,1min,YP_003043538.1,11549595.44921875,2720090.0154426345,2.0,ecoli,290472027144.2769,290472027144.2769,3.976147225867669e-5,3.0
11-42,1min,YP_003043539.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043546.1,89326900.64583333,25795165.183314662,3.0,ecoli,290472027144.2769,290472027144.2769,3.0752324595257783e-4,3.0
11-42,1min,YP_003043550.1,6532506.25390625,401029.6502607559,1.0,ecoli,290472027144.2769,290472027144.2769,2.2489278289993708e-5,3.0
11-42,1min,YP_003043552.1,2854394.625,4036723.591039865,1.0,ecoli,290472027144.2769,290472027144.2769,9.826745291319317e-6,3.0
11-42,1min,YP_003043555.1,60404048.040364586,17353905.123391807,3.0,ecoli,290472027144.2769,290472027144.2769,2.0795134262743313e-4,3.0
11-42,1min,YP_003043556.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043560.1,30426721.765625,11659874.447944174,3.0,ecoli,290472027144.2769,290472027144.2769,1.0474923201645199e-4,3.0
11-42,1min,YP_003043562.1,36822336.8125,15935452.356088426,2.0,ecoli,290472027144.2769,290472027144.2769,1.267672387407219e-4,3.0
11-42,1min,YP_003043563.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043564.1,9168036.7890625,6412604.017398447,2.0,ecoli,290472027144.2769,290472027144.2769,3.156254624308024e-5,3.0
11-42,1min,YP_003043569.1,56422942.734375,51213318.03409852,2.0,ecoli,290472027144.2769,290472027144.2769,1.9424570169143974e-4,3.0
11-42,1min,YP_003043570.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043574.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043579.1,27764316.924479168,19759141.717388816,3.0,ecoli,290472027144.2769,290472027144.2769,9.558344463471756e-5,3.0
11-42,1min,YP_003043580.1,109242251.5078125,20932278.631342508,3.0,ecoli,290472027144.2769,290472027144.2769,3.760852725882347e-4,3.0
11-42,1min,YP_003043581.1,219611280.7981771,72198699.27137336,3.0,ecoli,290472027144.2769,290472027144.2769,7.560496718298337e-4,3.0
11-42,1min,YP_003043582.1,115532714.25,33551132.156930447,3.0,ecoli,290472027144.2769,290472027144.2769,3.977412743865182e-4,3.0
11-42,1min,YP_003043583.1,40411181.9296875,33317708.914105866,2.0,ecoli,290472027144.2769,290472027144.2769,1.3912245639272983e-4,3.0
11-42,1min,YP_003043584.1,5822845.4375,2366162.342118168,1.0,ecoli,290472027144.2769,290472027144.2769,2.004614865929174e-5,3.0
11-42,1min,YP_003043585.1,181891747.09375,36017161.586843,3.0,ecoli,290472027144.2769,290472027144.2769,6.261936782071091e-4,3.0
11-42,1min,YP_003043587.1,34536618.6953125,18850613.10304497,2.0,ecoli,290472027144.2769,290472027144.2769,1.1889826030703543e-4,3.0
11-42,1min,YP_003043588.1,21217845.77734375,21954965.239505395,2.0,ecoli,290472027144.2769,290472027144.2769,7.304608979371664e-5,3.0
11-42,1min,YP_003043589.1,344113607.26171875,69447703.91166501,3.0,ecoli,290472027144.2769,290472027144.2769,0.0011846703816708593,3.0
11-42,1min,YP_003043590.1,87060185.16666667,36084348.23393548,3.0,ecoli,290472027144.2769,290472027144.2769,2.997196873743166e-4,3.0
11-42,1min,YP_003043591.1,21402669.64453125,4031183.508689295,2.0,ecoli,290472027144.2769,290472027144.2769,7.368237780053287e-5,3.0
11-42,1min,YP_003043593.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043594.1,26883385.16015625,6454768.454257226,2.0,ecoli,290472027144.2769,290472027144.2769,9.25506852568744e-5,3.0
11-42,1min,YP_003043595.1,45133028.890625,2113451.261551034,1.0,ecoli,290472027144.2769,290472027144.2769,1.5537822810114349e-4,3.0
11-42,1min,YP_003043596.1,73504247.625,12666733.63670805,1.0,ecoli,290472027144.2769,290472027144.2769,2.530510367819018e-4,3.0
11-42,1min,YP_003043597.1,77766037.0625,21648773.63206891,2.0,ecoli,290472027144.2769,290472027144.2769,2.67722981200781e-4,3.0
11-42,1min,YP_003043598.1,19348362.809895832,5006465.2425600225,3.0,ecoli,290472027144.2769,290472027144.2769,6.661007257778229e-5,3.0
11-42,1min,YP_003043600.1,237632019.19921875,33507919.096888866,2.0,ecoli,290472027144.2769,290472027144.2769,8.180891686385601e-4,3.0
11-42,1min,YP_003043602.1,0.0,0.0,0.0,ecoli,290472027144.2769,290472027144.2769,0.0,3.0
11-42,1min,YP_003043608.1,62359816.3046875,55882538.16189678,2.0,ecoli,290472027144.2769,290472027144.2769,2.146844118442892e-4,3.0
11-42,1min,YP_003043609.1,575458966.4557291,280293057.4451526,3.0,ecoli,290472027144.2769,290472027144.2769,0.001981116640088375,3.0
11-42,1min,YP_003043611.1,177848232.01302084,94887094.1082154,3.0,ecoli,290472027144.2769,290472027144.2769,6.122731808687518e-4,3.0
11-42,1min,YP_003043612.1,16616611.94140625,7928599.996277784,2.0,ecoli,290472027144.2769,290472027144.2769,5.720554954902012e-5,3.0
11-42,1min,YP_003043613.1,2435619864.046875,404744157.31000346,2.0,ecoli,290472027144.2769,290472027144.2769,0.008385041024405104,3.0
11-42,1min,YP_003043614.1,285464297.765625,26505675.253243126,2.0,ecoli,290472027144.2769,290472027144.2769,9.827600288128103e-4,3.0
11-42,1min,YP_003043615.1,236006793.10416666,71878753.8129653,3.0,ecoli,290472027144.2769,290472027144.2769,8.124940477898153e-4,3.0
