strain,time,Proteins,area_mean,area_sd,peps_per_tech_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,1min,YP_003043316.1,20248295.7578125,12373382.6530427,2,ecoli,290472027144.277,290472027144.277,6.97082468039348e-05,3
11-42,1min,YP_003043318.1,23912334.6708984,4440031.60097794,2,ecoli,290472027144.277,290472027144.277,8.23223320537548e-05,3
11-42,1min,YP_003043320.1,14358611.1015625,5002292.78313813,1,ecoli,290472027144.277,290472027144.277,4.94319926181071e-05,3
11-42,1min,YP_003043321.1,36902890.5611979,25428283.5757859,3,ecoli,290472027144.277,290472027144.277,0.000127044558899533,3
11-42,1min,YP_003043322.1,34545910.59375,4001738.10854697,2,ecoli,290472027144.277,290472027144.277,0.000118930249268344,3
11-42,1min,YP_003043323.1,13722765.890625,4280570.80084269,1,ecoli,290472027144.277,290472027144.277,4.72429859272092e-05,3
11-42,1min,YP_003043324.1,52828900.46875,15268441.2969018,2,ecoli,290472027144.277,290472027144.277,0.000181872591960499,3
11-42,1min,YP_003043325.1,193555185.052083,50889489.2753413,3,ecoli,290472027144.277,290472027144.277,0.000666347072917782,3
11-42,1min,YP_003043326.1,3619727.8203125,2823979.21004567,2,ecoli,290472027144.277,290472027144.277,1.24615366784168e-05,3
11-42,1min,YP_003043328.1,136637017.606771,40240728.89693,3,ecoli,290472027144.277,290472027144.277,0.000470396474834747,3
11-42,1min,YP_003043329.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043330.1,16970300.1875,1532246.21277414,1,ecoli,290472027144.277,290472027144.277,5.8423182274522e-05,3
11-42,1min,YP_003043331.1,31522412.3847656,11673501.4962991,2,ecoli,290472027144.277,290472027144.277,0.000108521335753644,3
11-42,1min,YP_003043333.1,20723593.3046875,9667071.17034619,2,ecoli,290472027144.277,290472027144.277,7.13445404999158e-05,3
11-42,1min,YP_003043337.1,6843366,9677981.00948292,1,ecoli,290472027144.277,290472027144.277,2.35594665251567e-05,3
11-42,1min,YP_003043340.1,13203275.203125,1201648.80076413,1,ecoli,290472027144.277,290472027144.277,4.54545497304185e-05,3
11-42,1min,YP_003043341.1,24121399.7128906,5444767.75572182,2,ecoli,290472027144.277,290472027144.277,8.30420744814425e-05,3
11-42,1min,YP_003043342.1,1959168483.17188,414408810.943411,3,ecoli,290472027144.277,290472027144.277,0.00674477505608056,3
11-42,1min,YP_003043343.1,1563233560.75,513722805.719699,2,ecoli,290472027144.277,290472027144.277,0.00538170086847483,3
11-42,1min,YP_003043344.1,1449536067.96875,235762039.847003,3,ecoli,290472027144.277,290472027144.277,0.00499027766019193,3
11-42,1min,YP_003043346.1,294562719.445312,25839025.5137324,2,ecoli,290472027144.277,290472027144.277,0.00101408291304761,3
11-42,1min,YP_003043347.1,5660784.51953125,1581694.6043029,1,ecoli,290472027144.277,290472027144.277,1.94882260270782e-05,3
11-42,1min,YP_003043348.1,48560639.3183594,14745040.0346417,2,ecoli,290472027144.277,290472027144.277,0.000167178367554957,3
11-42,1min,YP_003043349.1,24188567.5,3142311.8249149,1,ecoli,290472027144.277,290472027144.277,8.32733111611659e-05,3
11-42,1min,YP_003043351.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043352.1,37428419.8020833,9649934.93029704,3,ecoli,290472027144.277,290472027144.277,0.000128853783856759,3
11-42,1min,YP_003043353.1,101896004.303385,29180766.6173083,3,ecoli,290472027144.277,290472027144.277,0.000350794550873478,3
11-42,1min,YP_003043354.1,160847662.96875,7507675.18074397,1,ecoli,290472027144.277,290472027144.277,0.000553745792839657,3
11-42,1min,YP_003043355.1,8720463.94140625,5860211.99768994,2,ecoli,290472027144.277,290472027144.277,3.00216996009561e-05,3
11-42,1min,YP_003043359.1,51851216.3476562,43325037.4301686,2,ecoli,290472027144.277,290472027144.277,0.000178506745924632,3
11-42,1min,YP_003043361.1,126086574.367188,148882644.8691,2,ecoli,290472027144.277,290472027144.277,0.000434074756205562,3
11-42,1min,YP_003043362.1,93336175.8046875,19474888.7008583,3,ecoli,290472027144.277,290472027144.277,0.000321325866460551,3
11-42,1min,YP_003043370.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043371.1,23719392.25,2863799.86421688,2,ecoli,290472027144.277,290472027144.277,8.16580945270114e-05,3
11-42,1min,YP_003043373.1,288131901.981771,150372027.959654,3,ecoli,290472027144.277,290472027144.277,0.000991943715938803,3
11-42,1min,YP_003043373.1; YP_003045162.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043376.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043377.1,21411056.1263021,4280147.1804315,3,ecoli,290472027144.277,290472027144.277,7.37112497089685e-05,3
11-42,1min,YP_003043378.1,71342047.3333333,12817889.4336373,3,ecoli,290472027144.277,290472027144.277,0.000245607289743938,3
11-42,1min,YP_003043379.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043382.1,152612280.195312,53558350.9233517,2,ecoli,290472027144.277,290472027144.277,0.000525394068735955,3
11-42,1min,YP_003043383.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043384.1,73601990.2265625,77349905.7361469,2,ecoli,290472027144.277,290472027144.277,0.000253387532528234,3
11-42,1min,YP_003043385.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043387.1,73381680.5260417,24218414.3713975,3,ecoli,290472027144.277,290472027144.277,0.000252629078426175,3
11-42,1min,YP_003043388.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043389.1,267929450.9375,51476071.7740896,3,ecoli,290472027144.277,290472027144.277,0.000922393297459999,3
11-42,1min,YP_003043390.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043391.1,17441717.2519531,12096558.7359996,2,ecoli,290472027144.277,290472027144.277,6.00461167411823e-05,3
11-42,1min,YP_003043392.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043393.1,158314778.5625,41122073.8531921,2,ecoli,290472027144.277,290472027144.277,0.000545025901870631,3
11-42,1min,YP_003043394.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043395.1,148900068.546875,89454045.6390856,2,ecoli,290472027144.277,290472027144.277,0.000512614140544819,3
11-42,1min,YP_003043396.1,2851624004.74609,524237248.154954,3,ecoli,290472027144.277,290472027144.277,0.0098172069537343,3
11-42,1min,YP_003043397.1,2237444660.31641,1081098812.98645,2,ecoli,290472027144.277,290472027144.277,0.00770278874118599,3
11-42,1min,YP_003043398.1,117686293.701823,12362323.7150577,3,ecoli,290472027144.277,290472027144.277,0.000405155342698002,3
11-42,1min,YP_003043399.1,556702331.109375,101584339.743183,3,ecoli,290472027144.277,290472027144.277,0.00191654369125486,3
11-42,1min,YP_003043400.1,8852819.34375,5119666.80117566,2,ecoli,290472027144.277,290472027144.277,3.04773558775518e-05,3
11-42,1min,YP_003043401.1,26006152.7421875,3894348.18202658,1,ecoli,290472027144.277,290472027144.277,8.95306615162302e-05,3
11-42,1min,YP_003043403.1,12313133.484375,636064.80144382,1,ecoli,290472027144.277,290472027144.277,4.23900834976412e-05,3
11-42,1min,YP_003043404.1,185782856.054688,44716613.021647,2,ecoli,290472027144.277,290472027144.277,0.00063958949121944,3
11-42,1min,YP_003043405.1,520370922.148438,317714148.278724,3,ecoli,290472027144.277,290472027144.277,0.00179146655622701,3
11-42,1min,YP_003043406.1,37827257.7421875,7737355.27416632,1,ecoli,290472027144.277,290472027144.277,0.000130226852182908,3
11-42,1min,YP_003043407.1,184179906.84375,36186575.664487,2,ecoli,290472027144.277,290472027144.277,0.000634071062382431,3
11-42,1min,YP_003043408.1,49289082.9322917,26883613.8971496,3,ecoli,290472027144.277,290472027144.277,0.000169686160202304,3
11-42,1min,YP_003043409.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043410.1,16352155.90625,1715525.41783639,1,ecoli,290472027144.277,290472027144.277,5.62951140838354e-05,3
11-42,1min,YP_003043411.1,7405066.46484375,1958878.67238899,3,ecoli,290472027144.277,290472027144.277,2.54932171529401e-05,3
11-42,1min,YP_003043412.1,185273204.177083,27208529.1595011,3,ecoli,290472027144.277,290472027144.277,0.000637834926820883,3
11-42,1min,YP_003043415.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043416.1,18545083.4375,26226708.5126532,1,ecoli,290472027144.277,290472027144.277,6.38446449381809e-05,3
11-42,1min,YP_003043417.1,21594534.7109375,8752206.88771865,2,ecoli,290472027144.277,290472027144.277,7.43429063488153e-05,3
11-42,1min,YP_003043418.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043420.1,11858698.203125,2912950.71399067,1,ecoli,290472027144.277,290472027144.277,4.08256117455152e-05,3
11-42,1min,YP_003043422.1,247520371.583333,37624373.8211117,3,ecoli,290472027144.277,290472027144.277,0.000852131525423584,3
11-42,1min,YP_003043424.1,54380043.96875,20559727.1605636,3,ecoli,290472027144.277,290472027144.277,0.000187212670711798,3
11-42,1min,YP_003043425.1,67011278.3125,15734559.9981102,2,ecoli,290472027144.277,290472027144.277,0.000230697871224673,3
11-42,1min,YP_003043426.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043427.1,27715709.125,8534966.39741613,2,ecoli,290472027144.277,290472027144.277,9.54161039101836e-05,3
11-42,1min,YP_003043428.1,28406266.6210938,12455628.3113852,2,ecoli,290472027144.277,290472027144.277,9.77934670693244e-05,3
11-42,1min,YP_003043444.1,71485554.6796875,23153681.5431363,2,ecoli,290472027144.277,290472027144.277,0.000246101338509201,3
11-42,1min,YP_003043445.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043446.1,184535965.53125,58746566.4607293,3,ecoli,290472027144.277,290472027144.277,0.000635296855760886,3
11-42,1min,YP_003043448.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043450.1,5409916.234375,835801.695867322,1,ecoli,290472027144.277,290472027144.277,1.86245687323547e-05,3
11-42,1min,YP_003043459.1,207384399.864583,24029402.3296136,3,ecoli,290472027144.277,290472027144.277,0.000713956527599044,3
11-42,1min,YP_003043460.1,86170771.5729167,53817906.2281555,3,ecoli,290472027144.277,290472027144.277,0.000296657727837303,3
11-42,1min,YP_003043461.1,3584680.046875,5069503.13905885,1,ecoli,290472027144.277,290472027144.277,1.2340878679841e-05,3
11-42,1min,YP_003043462.1,12761645.4335938,3297867.45751927,2,ecoli,290472027144.277,290472027144.277,4.39341631586957e-05,3
11-42,1min,YP_003043465.1; YP_003044151.1; YP_003044558.1,11516852.890625,1632470.0474347,1,ecoli,290472027144.277,290472027144.277,3.96487503593749e-05,3
11-42,1min,YP_003043466.1,37985481.1141357,11356824.2397771,2,ecoli,290472027144.277,290472027144.277,0.000130771563401761,3
11-42,1min,YP_003043467.1,26757508.2070312,5600007.98763133,2,ecoli,290472027144.277,290472027144.277,9.21173321579115e-05,3
11-42,1min,YP_003043473.1,8911750.5625,487295.47879855,1,ecoli,290472027144.277,290472027144.277,3.06802367515876e-05,3
11-42,1min,YP_003043475.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043483.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043489.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043495.1,25061078.2421875,11165302.5436843,2,ecoli,290472027144.277,290472027144.277,8.62770797194172e-05,3
11-42,1min,YP_003043498.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043503.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043515.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043518.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043531.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043533.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043535.1,34727974.5625,3419085.17472155,1,ecoli,290472027144.277,290472027144.277,0.000119557035849275,3
11-42,1min,YP_003043536.1,20920987,5859251.54479175,1,ecoli,290472027144.277,290472027144.277,7.20241023057569e-05,3
11-42,1min,YP_003043537.1,46946700.671875,4884112.82250719,1,ecoli,290472027144.277,290472027144.277,0.000161622105692665,3
11-42,1min,YP_003043538.1,11549595.4492188,2720090.01544263,2,ecoli,290472027144.277,290472027144.277,3.97614722586767e-05,3
11-42,1min,YP_003043539.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043546.1,89326900.6458333,25795165.1833147,3,ecoli,290472027144.277,290472027144.277,0.000307523245952578,3
11-42,1min,YP_003043550.1,6532506.25390625,401029.650260756,1,ecoli,290472027144.277,290472027144.277,2.24892782899937e-05,3
11-42,1min,YP_003043552.1,2854394.625,4036723.59103986,1,ecoli,290472027144.277,290472027144.277,9.82674529131932e-06,3
11-42,1min,YP_003043555.1,60404048.0403646,17353905.1233918,3,ecoli,290472027144.277,290472027144.277,0.000207951342627433,3
11-42,1min,YP_003043556.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043560.1,30426721.765625,11659874.4479442,3,ecoli,290472027144.277,290472027144.277,0.000104749232016452,3
11-42,1min,YP_003043562.1,36822336.8125,15935452.3560884,2,ecoli,290472027144.277,290472027144.277,0.000126767238740722,3
11-42,1min,YP_003043563.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043564.1,9168036.7890625,6412604.01739845,2,ecoli,290472027144.277,290472027144.277,3.15625462430802e-05,3
11-42,1min,YP_003043569.1,56422942.734375,51213318.0340985,2,ecoli,290472027144.277,290472027144.277,0.00019424570169144,3
11-42,1min,YP_003043570.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043574.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043579.1,27764316.9244792,19759141.7173888,3,ecoli,290472027144.277,290472027144.277,9.55834446347176e-05,3
11-42,1min,YP_003043580.1,109242251.507812,20932278.6313425,3,ecoli,290472027144.277,290472027144.277,0.000376085272588235,3
11-42,1min,YP_003043581.1,219611280.798177,72198699.2713734,3,ecoli,290472027144.277,290472027144.277,0.000756049671829834,3
11-42,1min,YP_003043582.1,115532714.25,33551132.1569304,3,ecoli,290472027144.277,290472027144.277,0.000397741274386518,3
11-42,1min,YP_003043583.1,40411181.9296875,33317708.9141059,2,ecoli,290472027144.277,290472027144.277,0.00013912245639273,3
11-42,1min,YP_003043584.1,5822845.4375,2366162.34211817,1,ecoli,290472027144.277,290472027144.277,2.00461486592917e-05,3
11-42,1min,YP_003043585.1,181891747.09375,36017161.586843,3,ecoli,290472027144.277,290472027144.277,0.000626193678207109,3
11-42,1min,YP_003043587.1,34536618.6953125,18850613.103045,2,ecoli,290472027144.277,290472027144.277,0.000118898260307035,3
11-42,1min,YP_003043588.1,21217845.7773438,21954965.2395054,2,ecoli,290472027144.277,290472027144.277,7.30460897937166e-05,3
11-42,1min,YP_003043589.1,344113607.261719,69447703.911665,3,ecoli,290472027144.277,290472027144.277,0.00118467038167086,3
11-42,1min,YP_003043590.1,87060185.1666667,36084348.2339355,3,ecoli,290472027144.277,290472027144.277,0.000299719687374317,3
11-42,1min,YP_003043591.1,21402669.6445312,4031183.5086893,2,ecoli,290472027144.277,290472027144.277,7.36823778005329e-05,3
11-42,1min,YP_003043593.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043594.1,26883385.1601562,6454768.45425723,2,ecoli,290472027144.277,290472027144.277,9.25506852568744e-05,3
11-42,1min,YP_003043595.1,45133028.890625,2113451.26155103,1,ecoli,290472027144.277,290472027144.277,0.000155378228101143,3
11-42,1min,YP_003043596.1,73504247.625,12666733.636708,1,ecoli,290472027144.277,290472027144.277,0.000253051036781902,3
11-42,1min,YP_003043597.1,77766037.0625,21648773.6320689,2,ecoli,290472027144.277,290472027144.277,0.000267722981200781,3
11-42,1min,YP_003043598.1,19348362.8098958,5006465.24256002,3,ecoli,290472027144.277,290472027144.277,6.66100725777823e-05,3
11-42,1min,YP_003043600.1,237632019.199219,33507919.0968889,2,ecoli,290472027144.277,290472027144.277,0.00081808916863856,3
11-42,1min,YP_003043602.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043608.1,62359816.3046875,55882538.1618968,2,ecoli,290472027144.277,290472027144.277,0.000214684411844289,3
11-42,1min,YP_003043609.1,575458966.455729,280293057.445153,3,ecoli,290472027144.277,290472027144.277,0.00198111664008837,3
11-42,1min,YP_003043611.1,177848232.013021,94887094.1082154,3,ecoli,290472027144.277,290472027144.277,0.000612273180868752,3
11-42,1min,YP_003043612.1,16616611.9414062,7928599.99627778,2,ecoli,290472027144.277,290472027144.277,5.72055495490201e-05,3
11-42,1min,YP_003043613.1,2435619864.04688,404744157.310003,2,ecoli,290472027144.277,290472027144.277,0.0083850410244051,3
11-42,1min,YP_003043614.1,285464297.765625,26505675.2532431,2,ecoli,290472027144.277,290472027144.277,0.00098276002881281,3
11-42,1min,YP_003043615.1,236006793.104167,71878753.8129653,3,ecoli,290472027144.277,290472027144.277,0.000812494047789815,3
11-42,1min,YP_003043617.1,153640926.481771,36592561.47462,3,ecoli,290472027144.277,290472027144.277,0.000528935360806559,3
11-42,1min,YP_003043618.1,109597380.574219,52497112.3799535,3,ecoli,290472027144.277,290472027144.277,0.000377307865585907,3
11-42,1min,YP_003043619.1,170520753.998698,34072520.9885508,3,ecoli,290472027144.277,290472027144.277,0.000587047075324746,3
11-42,1min,YP_003043622.1,22783768.75,193365.862325012,1,ecoli,290472027144.277,290472027144.277,7.8437049426048e-05,3
11-42,1min,YP_003043626.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043627.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043630.1,33108756.625,2237758.51236329,1,ecoli,290472027144.277,290472027144.277,0.000113982599118073,3
11-42,1min,YP_003043631.1,14154468.6953125,1031405.47381499,1,ecoli,290472027144.277,290472027144.277,4.87291972121019e-05,3
11-42,1min,YP_003043634.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043636.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043637.1,6906869.671875,2315510.67029443,1,ecoli,290472027144.277,290472027144.277,2.37780888568811e-05,3
11-42,1min,YP_003043639.1,80024328.828125,12610269.5925549,2,ecoli,290472027144.277,290472027144.277,0.000275497539693821,3
11-42,1min,YP_003043640.1,221962660.359375,31211345.6748232,2,ecoli,290472027144.277,290472027144.277,0.000764144701097592,3
11-42,1min,YP_003043640.1; YP_003046308.1,22804077.59375,4623536.7920867,1,ecoli,290472027144.277,290472027144.277,7.85069661197471e-05,3
11-42,1min,YP_003043642.1,38262240.6197917,24285523.4720894,3,ecoli,290472027144.277,290472027144.277,0.000131724355683953,3
11-42,1min,YP_003043646.1,80911079.7382812,11875787.3034595,2,ecoli,290472027144.277,290472027144.277,0.000278550332483798,3
11-42,1min,YP_003043647.1,8911584.6953125,2088946.07226095,2,ecoli,290472027144.277,290472027144.277,3.06796657252167e-05,3
11-42,1min,YP_003043648.1,259935990.948568,277252450.863365,3,ecoli,290472027144.277,290472027144.277,0.000894874434223775,3
11-42,1min,YP_003043649.1,32024858.8515625,16793837.9405678,2,ecoli,290472027144.277,290472027144.277,0.000110251094284049,3
11-42,1min,YP_003043650.1,296238581.015625,24202031.1266258,1,ecoli,290472027144.277,290472027144.277,0.00101985235524412,3
11-42,1min,YP_003043651.1,546769863.221354,155304679.174191,3,ecoli,290472027144.277,290472027144.277,0.00188234945924681,3
11-42,1min,YP_003043652.1,10995558.96875,7300844.23430291,2,ecoli,290472027144.277,290472027144.277,3.7854106217562e-05,3
11-42,1min,YP_003043654.1,38369863.7148438,9754354.3452606,2,ecoli,290472027144.277,290472027144.277,0.000132094866731472,3
11-42,1min,YP_003043655.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043657.1,8019883.6640625,4664115.42847537,3,ecoli,290472027144.277,290472027144.277,2.76098312904982e-05,3
11-42,1min,YP_003043658.1,28077956.6875,5241874.22765239,1,ecoli,290472027144.277,290472027144.277,9.6663203557132e-05,3
11-42,1min,YP_003043661.1,0,0,0,ecoli,290472027144.277,290472027144.277,0,3
11-42,1min,YP_003043666.1,14905019.09375,2017687.43662155,1,ecoli,290472027144.277,290472027144.277,5.13130962739717e-05,3
11-42,1min,YP_003043669.1,33311909.0208333,18186255.4751404,3,ecoli,290472027144.277,290472027144.277,0.000114681986242646,3
11-42,1min,YP_003043670.1,25837142.375,2799456.0760375,1,ecoli,290472027144.277,290472027144.277,8.89488142077335e-05,3
