strain,time,Proteins,area_mean,area_sd,peps_per_tech_rep,org,org_area,ecoli_area,area_norm,b_rep
11-42,1min,YP_003043310.1,19335730.9726562,11090498.4376343,2,ecoli,441650836148.624,441650836148.624,4.37805827365159e-05,4
11-42,1min,YP_003043312.1,39888615.5078125,3512100.92858284,1,ecoli,441650836148.624,441650836148.624,9.03170836393236e-05,4
11-42,1min,YP_003043313.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043314.1,14181157.859375,2151525.00934401,2,ecoli,441650836148.624,441650836148.624,3.21094328339566e-05,4
11-42,1min,YP_003043315.1,104722073.453125,27493891.8337637,2,ecoli,441650836148.624,441650836148.624,0.000237115080243806,4
11-42,1min,YP_003043316.1,56641778.8489583,27883018.2632735,3,ecoli,441650836148.624,441650836148.624,0.00012825013384532,4
11-42,1min,YP_003043318.1,40699747.890625,15080027.8560298,3,ecoli,441650836148.624,441650836148.624,9.21536756174707e-05,4
11-42,1min,YP_003043320.1,15253265.9179688,9582264.8444698,2,ecoli,441650836148.624,441650836148.624,3.45369343144088e-05,4
11-42,1min,YP_003043321.1,35433603.1848958,24587064.6586827,3,ecoli,441650836148.624,441650836148.624,8.02299017338931e-05,4
11-42,1min,YP_003043322.1,41040298.0520833,10708076.8512256,3,ecoli,441650836148.624,441650836148.624,9.29247602245509e-05,4
11-42,1min,YP_003043323.1,12816515.4375,18771.121778421,1,ecoli,441650836148.624,441650836148.624,2.9019565657942e-05,4
11-42,1min,YP_003043324.1,108557324.109375,23395395.080183,2,ecoli,441650836148.624,441650836148.624,0.0002457989778895,4
11-42,1min,YP_003043325.1,388775257.505208,136497377.965264,3,ecoli,441650836148.624,441650836148.624,0.000880277417553395,4
11-42,1min,YP_003043326.1,28643987.4042969,37727047.1727605,2,ecoli,441650836148.624,441650836148.624,6.48566357398622e-05,4
11-42,1min,YP_003043328.1,202084800.236979,54454480.6992946,3,ecoli,441650836148.624,441650836148.624,0.000457566891527346,4
11-42,1min,YP_003043330.1,25230457.53125,6828715.9907737,2,ecoli,441650836148.624,441650836148.624,5.71276118285429e-05,4
11-42,1min,YP_003043331.1,40943783.8046875,10175683.1423904,2,ecoli,441650836148.624,441650836148.624,9.27062295675336e-05,4
11-42,1min,YP_003043333.1,57227859.890625,16498422.0099513,2,ecoli,441650836148.624,441650836148.624,0.000129577157352798,4
11-42,1min,YP_003043337.1,11457048.1875,11524745.988107,2,ecoli,441650836148.624,441650836148.624,2.59414162722076e-05,4
11-42,1min,YP_003043341.1,30437214.109375,6581303.2353772,2,ecoli,441650836148.624,441650836148.624,6.8916917207267e-05,4
11-42,1min,YP_003043342.1,2648801781.21484,241078291.342293,2,ecoli,441650836148.624,441650836148.624,0.00599750201836699,4
11-42,1min,YP_003043343.1,1540439604.54427,238126717.263862,3,ecoli,441650836148.624,441650836148.624,0.00348791280002441,4
11-42,1min,YP_003043344.1,2842187960.58984,753180997.147629,3,ecoli,441650836148.624,441650836148.624,0.00643537321331685,4
11-42,1min,YP_003043346.1,571199262.53125,209961463.340507,3,ecoli,441650836148.624,441650836148.624,0.00129332770546149,4
11-42,1min,YP_003043348.1,127341080.210938,55815086.5765942,3,ecoli,441650836148.624,441650836148.624,0.000288329761404742,4
11-42,1min,YP_003043349.1,135291121.566406,100511387.323986,2,ecoli,441650836148.624,441650836148.624,0.000306330500234529,4
11-42,1min,YP_003043351.1,24017094.25,4955779.44270274,1,ecoli,441650836148.624,441650836148.624,5.43802757387236e-05,4
11-42,1min,YP_003043352.1,71576833.9765625,8525138.50364017,2,ecoli,441650836148.624,441650836148.624,0.000162066565073762,4
11-42,1min,YP_003043353.1,93722647.890625,10993976.9853395,2,ecoli,441650836148.624,441650836148.624,0.000212209827808603,4
11-42,1min,YP_003043354.1,165339867.348958,38763271.2024754,3,ecoli,441650836148.624,441650836148.624,0.000374367834986546,4
11-42,1min,YP_003043355.1,35233146.984375,3756000.8509865,1,ecoli,441650836148.624,441650836148.624,7.97760223701203e-05,4
11-42,1min,YP_003043358.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043359.1,62839208.59375,22744204.7743269,2,ecoli,441650836148.624,441650836148.624,0.000142282553208171,4
11-42,1min,YP_003043361.1,67859780.21875,8645376.64048421,2,ecoli,441650836148.624,441650836148.624,0.000153650292639577,4
11-42,1min,YP_003043362.1,157719113.518229,69706066.6976559,3,ecoli,441650836148.624,441650836148.624,0.000357112679540255,4
11-42,1min,YP_003043368.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043371.1,49639270.3489583,15262508.7557137,3,ecoli,441650836148.624,441650836148.624,0.000112394829322261,4
11-42,1min,YP_003043372.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043373.1,502931379.766927,204115905.828222,3,ecoli,441650836148.624,441650836148.624,0.00113875337393832,4
11-42,1min,YP_003043373.1; YP_003045162.1,48127184.984375,19538809.1596877,1,ecoli,441650836148.624,441650836148.624,0.000108971117102514,4
11-42,1min,YP_003043377.1,30097810.1835938,10802655.1164665,3,ecoli,441650836148.624,441650836148.624,6.81484279438005e-05,4
11-42,1min,YP_003043378.1,111187763.367188,12558893.3138115,2,ecoli,441650836148.624,441650836148.624,0.000251754902892951,4
11-42,1min,YP_003043379.1,7986018.9375,633177.79494167,1,ecoli,441650836148.624,441650836148.624,1.8082200425887e-05,4
11-42,1min,YP_003043381.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043382.1,210329640.559896,33379494.7907755,3,ecoli,441650836148.624,441650836148.624,0.000476235123642143,4
11-42,1min,YP_003043384.1,126442932.300781,58327668.5058448,2,ecoli,441650836148.624,441650836148.624,0.000286296146076424,4
11-42,1min,YP_003043387.1,170002841.589844,40034423.3082273,2,ecoli,441650836148.624,441650836148.624,0.000384925890942125,4
11-42,1min,YP_003043389.1,444508341.080078,208204804.892718,2,ecoli,441650836148.624,441650836148.624,0.00100647005439042,4
11-42,1min,YP_003043390.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043391.1,11806197.2890625,2408309.12140303,1,ecoli,441650836148.624,441650836148.624,2.67319708754938e-05,4
11-42,1min,YP_003043393.1,333854700.526042,106365361.698349,3,ecoli,441650836148.624,441650836148.624,0.000755924529516102,4
11-42,1min,YP_003043394.1,0,0,1,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043395.1,319274183.042969,230024546.466503,2,ecoli,441650836148.624,441650836148.624,0.000722910853802905,4
11-42,1min,YP_003043396.1,3793760669.75521,532266903.855191,3,ecoli,441650836148.624,441650836148.624,0.00858995468646307,4
11-42,1min,YP_003043397.1,3150270093.19466,234962722.367635,3,ecoli,441650836148.624,441650836148.624,0.00713294266725793,4
11-42,1min,YP_003043398.1,166699518.231771,81638727.4644821,3,ecoli,441650836148.624,441650836148.624,0.000377446400159589,4
11-42,1min,YP_003043399.1,860256422.973958,197335895.937282,3,ecoli,441650836148.624,441650836148.624,0.00194782020674012,4
11-42,1min,YP_003043400.1,1735567.6640625,708984.624777966,1,ecoli,441650836148.624,441650836148.624,3.92972801590813e-06,4
11-42,1min,YP_003043401.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043403.1,5801557.4765625,1268932.60740174,1,ecoli,441650836148.624,441650836148.624,1.31360726658064e-05,4
11-42,1min,YP_003043404.1,275364117.639323,79884006.064372,3,ecoli,441650836148.624,441650836148.624,0.000623488274222711,4
11-42,1min,YP_003043405.1,747915625.520833,393390753.29092,3,ecoli,441650836148.624,441650836148.624,0.00169345456705791,4
11-42,1min,YP_003043406.1,57416859.765625,24857138.4755476,2,ecoli,441650836148.624,441650836148.624,0.000130005096936583,4
11-42,1min,YP_003043407.1,411661155.71875,82506022.0249004,3,ecoli,441650836148.624,441650836148.624,0.000932096402915488,4
11-42,1min,YP_003043408.1,72397140.625,44139774.0447097,2,ecoli,441650836148.624,441650836148.624,0.000163923929718627,4
11-42,1min,YP_003043409.1,3019007.875,4269521.88173618,1,ecoli,441650836148.624,441650836148.624,6.83573453936368e-06,4
11-42,1min,YP_003043410.1,17613623.3203125,2449103.7856367,2,ecoli,441650836148.624,441650836148.624,3.98813313112016e-05,4
11-42,1min,YP_003043411.1,11879626.125,1747053.49724838,1,ecoli,441650836148.624,441650836148.624,2.68982308028559e-05,4
11-42,1min,YP_003043412.1,323183611.910156,47360905.5782967,2,ecoli,441650836148.624,441650836148.624,0.000731762708134891,4
11-42,1min,YP_003043415.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043417.1,29777956.21875,2743051.71489833,1,ecoli,441650836148.624,441650836148.624,6.74242043294335e-05,4
11-42,1min,YP_003043418.1,5691241.390625,5709771.29007904,2,ecoli,441650836148.624,441650836148.624,1.28862914429302e-05,4
11-42,1min,YP_003043420.1,12627500.1171875,1297490.59526479,1,ecoli,441650836148.624,441650836148.624,2.85915911023841e-05,4
11-42,1min,YP_003043421.1,5862054.25,1973661.0680754,1,ecoli,441650836148.624,441650836148.624,1.32730514021427e-05,4
11-42,1min,YP_003043422.1,399241978.296875,41929646.7286998,2,ecoli,441650836148.624,441650836148.624,0.000903976502746894,4
11-42,1min,YP_003043424.1,58882336.8359375,34856498.3466917,2,ecoli,441650836148.624,441650836148.624,0.000133323277160337,4
11-42,1min,YP_003043425.1,86125887.015625,24015435.587235,2,ecoli,441650836148.624,441650836148.624,0.000195008997982836,4
11-42,1min,YP_003043426.1,5884769.68359375,1593539.99081007,1,ecoli,441650836148.624,441650836148.624,1.33244844160408e-05,4
11-42,1min,YP_003043427.1,74273144.5078125,42105976.4267853,3,ecoli,441650836148.624,441650836148.624,0.000168171637928968,4
11-42,1min,YP_003043428.1,38669581.859375,10646276.5401483,2,ecoli,441650836148.624,441650836148.624,8.75569085221021e-05,4
11-42,1min,YP_003043429.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043430.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043431.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043434.1,8402062,670079.488143105,1,ecoli,441650836148.624,441650836148.624,1.90242184827938e-05,4
11-42,1min,YP_003043436.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043442.1; YP_003046516.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043444.1,69310030.640625,11295868.7118227,2,ecoli,441650836148.624,441650836148.624,0.00015693399619717,4
11-42,1min,YP_003043445.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043446.1,305329020.940104,298621777.144426,3,ecoli,441650836148.624,441650836148.624,0.000691335770136196,4
11-42,1min,YP_003043448.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043450.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043459.1,325297723.15625,18965627.8186716,2,ecoli,441650836148.624,441650836148.624,0.000736549546680312,4
11-42,1min,YP_003043460.1,154620752,83226554.0977359,2,ecoli,441650836148.624,441650836148.624,0.000350097269934675,4
11-42,1min,YP_003043461.1,18059948.5390625,12909551.6274161,2,ecoli,441650836148.624,441650836148.624,4.08919151983332e-05,4
11-42,1min,YP_003043462.1,47900784.625,25817811.7579139,2,ecoli,441650836148.624,441650836148.624,0.000108458494141468,4
11-42,1min,YP_003043466.1,54242834.3385417,10627943.2792054,3,ecoli,441650836148.624,441650836148.624,0.000122818366679799,4
11-42,1min,YP_003043467.1,35556306.484375,5882236.51475304,1,ecoli,441650836148.624,441650836148.624,8.05077304832943e-05,4
11-42,1min,YP_003043473.1,6117007.40625,6117808.45389565,1,ecoli,441650836148.624,441650836148.624,1.38503245224051e-05,4
11-42,1min,YP_003043486.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043489.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043494.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043495.1,63645404.2083333,8934684.03009729,3,ecoli,441650836148.624,441650836148.624,0.000144107967197226,4
11-42,1min,YP_003043497.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043511.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043528.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043535.1,15780364.375,22316805.3183142,1,ecoli,441650836148.624,441650836148.624,3.57304075604412e-05,4
11-42,1min,YP_003043536.1,7895093.1015625,6649044.17784411,1,ecoli,441650836148.624,441650836148.624,1.78763232294791e-05,4
11-42,1min,YP_003043537.1,168209976.152344,47587341.3381035,2,ecoli,441650836148.624,441650836148.624,0.000380866427468367,4
11-42,1min,YP_003043538.1,20357882.5175781,6793965.56132595,2,ecoli,441650836148.624,441650836148.624,4.60949710751307e-05,4
11-42,1min,YP_003043543.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043546.1,273597288.21875,6714189.0306628,1,ecoli,441650836148.624,441650836148.624,0.000619487762334223,4
11-42,1min,YP_003043550.1,39261740.5,8195550.55783172,1,ecoli,441650836148.624,441650836148.624,8.889769312423e-05,4
11-42,1min,YP_003043552.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043555.1,101734186.335938,12703251.2217952,2,ecoli,441650836148.624,441650836148.624,0.000230349810323244,4
11-42,1min,YP_003043556.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043560.1,58765376.7526042,10184641.4886735,3,ecoli,441650836148.624,441650836148.624,0.000133058452385288,4
11-42,1min,YP_003043561.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043562.1,177049103.364583,105769620.814686,3,ecoli,441650836148.624,441650836148.624,0.00040088026303431,4
11-42,1min,YP_003043564.1,31166734.125,4741481.18672262,1,ecoli,441650836148.624,441650836148.624,7.05687198439081e-05,4
11-42,1min,YP_003043565.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043569.1,50128751.7473958,18328336.0475398,3,ecoli,441650836148.624,441650836148.624,0.000113503128816735,4
11-42,1min,YP_003043570.1,10403372.4296875,2933215.16340565,2,ecoli,441650836148.624,441650836148.624,2.35556497988528e-05,4
11-42,1min,YP_003043572.1,2241728.21875,612209.20625819,1,ecoli,441650836148.624,441650836148.624,5.07579299135667e-06,4
11-42,1min,YP_003043579.1,103215425.729167,12302545.5879936,3,ecoli,441650836148.624,441650836148.624,0.000233703680104508,4
11-42,1min,YP_003043580.1,83702812.1484375,11378394.1164503,2,ecoli,441650836148.624,441650836148.624,0.000189522594088942,4
11-42,1min,YP_003043581.1,135341368.916667,77060085.9915559,3,ecoli,441650836148.624,441650836148.624,0.000306444271897906,4
11-42,1min,YP_003043582.1,145826516.15625,28320418.6375617,2,ecoli,441650836148.624,441650836148.624,0.00033018507884626,4
11-42,1min,YP_003043583.1,136092852.625,28870681.7064719,2,ecoli,441650836148.624,441650836148.624,0.000308145805432602,4
11-42,1min,YP_003043584.1,5591803.6171875,3937241.8451631,2,ecoli,441650836148.624,441650836148.624,1.26611412444055e-05,4
11-42,1min,YP_003043585.1,476843679.489583,91772675.8231475,3,ecoli,441650836148.624,441650836148.624,0.00107968476556697,4
11-42,1min,YP_003043587.1,29111934.5364583,5017499.07144604,3,ecoli,441650836148.624,441650836148.624,6.59161766573937e-05,4
11-42,1min,YP_003043588.1,28019421.7578125,2115263.60937685,1,ecoli,441650836148.624,441650836148.624,6.34424741548172e-05,4
11-42,1min,YP_003043589.1,495543855.260417,133352739.440261,3,ecoli,441650836148.624,441650836148.624,0.00112202630381448,4
11-42,1min,YP_003043590.1,239385666.101562,196334242.858487,3,ecoli,441650836148.624,441650836148.624,0.000542024709358876,4
11-42,1min,YP_003043591.1,27896678.0703125,5362547.46889088,1,ecoli,441650836148.624,441650836148.624,6.31645539575628e-05,4
11-42,1min,YP_003043593.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043594.1,75517122.2421875,16773697.6600787,2,ecoli,441650836148.624,441650836148.624,0.000170988292246263,4
11-42,1min,YP_003043595.1,45828336.1054688,13638705.8231107,2,ecoli,441650836148.624,441650836148.624,0.000103765989678884,4
11-42,1min,YP_003043596.1,87837525.0273438,26599440.0139567,2,ecoli,441650836148.624,441650836148.624,0.000198884543711777,4
11-42,1min,YP_003043597.1,147596526.010417,38819890.7195032,3,ecoli,441650836148.624,441650836148.624,0.00033419279197458,4
11-42,1min,YP_003043598.1,35420116.0664062,17487302.7922515,2,ecoli,441650836148.624,441650836148.624,8.01993637672786e-05,4
11-42,1min,YP_003043600.1,287251851.854167,84477636.7135252,3,ecoli,441650836148.624,441650836148.624,0.000650404863622857,4
11-42,1min,YP_003043601.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043608.1,127957746.098958,68668172.13566,3,ecoli,441650836148.624,441650836148.624,0.000289726036103095,4
11-42,1min,YP_003043609.1,1286842197.96094,532119791.327697,2,ecoli,441650836148.624,441650836148.624,0.00291370941167626,4
11-42,1min,YP_003043611.1,373239362.242188,263950412.731721,2,ecoli,441650836148.624,441650836148.624,0.000845100544803645,4
11-42,1min,YP_003043612.1,33484638.28125,18316258.1512142,2,ecoli,441650836148.624,441650836148.624,7.58169928381654e-05,4
11-42,1min,YP_003043613.1,2927014664.35156,419710328.314637,3,ecoli,441650836148.624,441650836148.624,0.00662744055887299,4
11-42,1min,YP_003043614.1,444160312.8125,104163763.569989,3,ecoli,441650836148.624,441650836148.624,0.00100568203761541,4
11-42,1min,YP_003043615.1,454456582.911458,92625715.3005142,3,ecoli,441650836148.624,441650836148.624,0.00102899518287909,4
11-42,1min,YP_003043617.1,269512326.050781,53030665.0368793,2,ecoli,441650836148.624,441650836148.624,0.000610238459868069,4
11-42,1min,YP_003043618.1,353489930.708333,69912365.0908408,3,ecoli,441650836148.624,441650836148.624,0.000800383247976863,4
11-42,1min,YP_003043619.1,449711960.533203,195938777.421646,2,ecoli,441650836148.624,441650836148.624,0.00101825225659001,4
11-42,1min,YP_003043622.1,21012563.875,8158848.97209736,2,ecoli,441650836148.624,441650836148.624,4.75773216195811e-05,4
11-42,1min,YP_003043630.1,34282236.9427083,18291757.4516471,3,ecoli,441650836148.624,441650836148.624,7.7622941329996e-05,4
11-42,1min,YP_003043633.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043635.1,22993879.03125,2133642.60729947,1,ecoli,441650836148.624,441650836148.624,5.20634789956836e-05,4
11-42,1min,YP_003043636.1,15943672.7421875,4651083.33361041,2,ecoli,441650836148.624,441650836148.624,3.6100175607552e-05,4
11-42,1min,YP_003043637.1,15339977.5703125,4521451.25746342,2,ecoli,441650836148.624,441650836148.624,3.47332696210504e-05,4
11-42,1min,YP_003043639.1,159533824.449219,35728549.8485024,2,ecoli,441650836148.624,441650836148.624,0.000361221606281602,4
11-42,1min,YP_003043640.1,277634593.085938,43364349.7851392,3,ecoli,441650836148.624,441650836148.624,0.000628629157610171,4
11-42,1min,YP_003043640.1; YP_003046308.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043641.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043642.1,19366018.015625,3435172.65946565,2,ecoli,441650836148.624,441650836148.624,4.38491596314061e-05,4
11-42,1min,YP_003043646.1,266721595.389323,35646439.3036533,3,ecoli,441650836148.624,441650836148.624,0.000603919597923202,4
11-42,1min,YP_003043647.1,9612480.25,3104926.36757726,2,ecoli,441650836148.624,441650836148.624,2.17648863383227e-05,4
11-42,1min,YP_003043648.1,170166526.898438,49012838.9823787,3,ecoli,441650836148.624,441650836148.624,0.000385296512472068,4
11-42,1min,YP_003043649.1,23906808.0416667,17377616.5546998,3,ecoli,441650836148.624,441650836148.624,5.41305621656778e-05,4
11-42,1min,YP_003043650.1,575033772.210938,62002126.8465546,2,ecoli,441650836148.624,441650836148.624,0.00130200992536427,4
11-42,1min,YP_003043651.1,670731629.072917,202677418.993874,3,ecoli,441650836148.624,441650836148.624,0.00151869208472913,4
11-42,1min,YP_003043652.1,22584138.8125,3485459.69728127,1,ecoli,441650836148.624,441650836148.624,5.1135732039914e-05,4
11-42,1min,YP_003043654.1,54239152.1927083,12654715.6546926,3,ecoli,441650836148.624,441650836148.624,0.000122810029447008,4
11-42,1min,YP_003043655.1,12933280.1601562,7916518.47982224,2,ecoli,441650836148.624,441650836148.624,2.92839480910752e-05,4
11-42,1min,YP_003043657.1,23083720.1875,3729246.43125125,2,ecoli,441650836148.624,441650836148.624,5.22669002255254e-05,4
11-42,1min,YP_003043658.1,38319449.15625,3762256.24902918,1,ecoli,441650836148.624,441650836148.624,8.67641268165849e-05,4
11-42,1min,YP_003043661.1,17486609.6953125,10074175.3365157,1,ecoli,441650836148.624,441650836148.624,3.95937429843966e-05,4
11-42,1min,YP_003043666.1,16942179.7421875,1269180.31574603,1,ecoli,441650836148.624,441650836148.624,3.83610272085755e-05,4
11-42,1min,YP_003043667.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043669.1,109541425.671875,76227517.1648025,2,ecoli,441650836148.624,441650836148.624,0.000248027212236528,4
11-42,1min,YP_003043670.1,17317079.6484375,10531837.1020868,2,ecoli,441650836148.624,441650836148.624,3.92098876104244e-05,4
11-42,1min,YP_003043671.1,6578091.9921875,1463884.28926609,1,ecoli,441650836148.624,441650836148.624,1.48943270424916e-05,4
11-42,1min,YP_003043673.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043678.1,0,0,0,ecoli,441650836148.624,441650836148.624,0,4
11-42,1min,YP_003043682.1,5556270.0546875,673089.232914508,1,ecoli,441650836148.624,441650836148.624,1.25806850115817e-05,4
